MUSEUM,CATALOGUE,TL,WC,TLE,AMBN,BD,BL,DN,BW,SEX,LOCALITY,STATE/DEPARMENT,MUNICIPIO,COUNTRY,LATITUDE N,LONGITUDE W,COLLECTOR,COLLECTIO DATE,LINEAGE,ALTITUDE
MLZ,28080,12.96,53.383,26.333,2.77,4.827,6.537,1.173,6.233,M,Zauta 7 millas al S de Santiago Ixcuintla,Nayarit,,México,21.720925,-105.142644,Chester C. Lamb,09/05/40,godmani,
MLZ,28399,12.977,52.663,23.333,2.997,4.82,6.073,1.73,6.303,F,Chacala,Nayarit,,México,21.165981,-105.224185,Chester C. Lamb,10/03/41,godmani,
MLZ,28400,13.467,53.87,27.167,2.85,4.86,6.84,1.613,6.087,F,Chacala,Nayarit,,México,21.165981,-105.224185,Chester C. Lamb,17/03/41,godmani,
MLZ,28401,13.287,53.677,26.667,2.813,4.847,6.687,2.103,6.15,F,Rancho Moloti: 10 km E las Varas,Nayarit,,México,21.217805,-105.039195,Chester C. Lamb,27/03/41,godmani,
MLZ,28407,12.867,55.163,27,2.857,5.057,6.71,2.027,6.207,M,Chacala,Nayarit,,México,21.165981,-105.224185,Chester C. Lamb,17/03/41,godmani,
MLZ,28408,13.3,52.07,25.667,2.857,5.047,6.54,1.547,6.273,M,Chacala,Nayarit,,México,21.165981,-105.224185,Chester C. Lamb,12/03/41,godmani,
MLZ,28409,13.03,55.78,25.667,3.113,5,6.98,2.187,6.363,M,Chacala,Nayarit,,México,21.165981,-105.224185,Chester C. Lamb,10/03/41,godmani,
MLZ,28410,13.553,54.917,22.4,2.95,4.837,6.89,1.94,6.6,M,Chacala,Nayarit,,México,21.165981,-105.224185,Chester C. Lamb,12/03/41,godmani,
MLZ,41911,12.583,54.5,30,2.91,4.57,6.677,1.987,6.097,M,Zauta 7 millas al S de Santiago Ixcuintla,Nayarit,,México,21.720925,-105.142644,Chester C. Lamb,12/04/42,godmani,
MLZ,41917,NA,50.667,28.667,2.623,4.313,6.59,1.83,6.057,F,Zauta 7 millas al S de Santiago Ixcuintla,Nayarit,,México,21.720925,-105.142644,Chester C. Lamb,12/04/42,godmani,
DMNH,33892,13.517,54,28,2.48,4.05,6.167,1.533,6.033,F,"Mexico Nayarit: Las Varas, 1 mi. SSE; Undergrowth on savannah",nayarit,,México,21.1555564,-105.122108,"Phillips, Allan",24/11/52,godmani,
AMNH,74425,13.2,56.667,29.667,NA,NA,7.205,3.7,4.24,M,Tepic,Nayarit,,,,,,,godmani,
AMNH,74427,13.093,54,31,2.583,4.567,6.455,3.63,4.953,M,Tepic ,Nayarit,,,,,,,godmani,
MLZ,25987,12.943,54.98,28.667,2.543,4.407,6.937,1.703,6.647,M,Tutla,Oaxaca,,México,17.187428,-95.449116,Mario del Toro Avilés,16/06/39,affinis,
MLZ,31347,12.627,53.563,24.333,2.477,4.393,6.65,2.033,6.313,M,Soyaltepec,Oaxaca,,México,18.201376,-96.48278,Mario del Toro Avilés,16/02/44,affinis,
MLZ,31380,NA,54.673,26.333,2.8,4.423,6.083,1.867,6.513,M,Soyaltepec,Oaxaca,,México,18.201377,-96.48278,Mario del Toro Avilés,07/06/44,affinis,
MLZ,31385,13.417,52.593,26,2.613,4.093,6.74,2.397,6.53,M,Soyaltepec,Oaxaca,,México,18.201378,-96.48278,Mario del Toro Avilés,06/06/44,affinis,
MLZ,32164,12.8,51.39,25.5,2.487,4.433,6.627,2.053,6.5,F,Soyaltepec,Oaxaca,,México,18.201379,-96.48278,Mario del Toro Avilés,18/06/44,affinis,
MLZ,34006,12.433,54,29,2.303,3.987,7.37,1.83,5.437,M,Moctum,Oaxaca,,México,17.247789,-96.004919,Mario del Toro Avilés,08/11/37,affinis,
MLZ,44993,12.707,53.667,30.167,2.323,3.773,6.25,1.977,6.013,M,Río Ostuta a 5 mi al W de Zanatepec,Oaxaca,,México,16.502231,-94.434261,Chester C. Lamb,22/06/43,affinis,
MLZ,45049,13.157,50,29.667,2.617,4.15,5.64,1.74,5.417,F,Ixtaltepec a 6 mi al N de Juchitán,Oaxaca,,México,16.503119,-95.060758,Chester C. Lamb,02/02/43,affinis,
MLZ,45050,13.827,50.667,28.5,2.58,3.883,6.35,1.76,6.053,F,Río Ostuta a 5 mi al W de Zanatepec,Oaxaca,,México,16.502231,-94.434261,Chester C. Lamb,22/06/43,affinis,
MLZ,49939,12.903,49.833,37.667,2.65,4.243,6.907,1.847,6.033,F,Río Patos a 6 mi de Tapanatepec,Oaxaca,,México,16.404422,-94.216869,Chester C. Lamb,24/09/44,affinis,
MLZ,50044,13.24,52.333,31,2.597,3.827,6.47,1.403,5.927,M,Río Patos a 6 mi de Tapanatepec,Oaxaca,,México,16.404422,-94.216869,Chester C. Lamb,24/09/44,affinis,
MLZ,54695,12.273,53,29.167,2.497,3.8,6.243,1.483,5.813,M,"Las Tejas, a 9 mi al W de Tehuantepec",Oaxaca,,México,16.350166,-95.335095,Chester C. Lamb,18/10/48,affinis,
MLZ,54696,12.773,52.667,28.167,2.47,3.857,6.24,1.693,5.547,M,"Las Tejas, a 9 mi al W de Tehuantepec",Oaxaca,,México,16.350166,-95.335095,Chester C. Lamb,18/10/48,affinis,
MLZ,54697,13.937,51.667,28,2.493,3.963,6.33,1.827,5.91,F,"Las Tejas, a 9 mi al W de Tehuantepec",Oaxaca,,México,16.350166,-95.335095,Chester C. Lamb,15/10/48,affinis,200-200 ft
MCZ,74098,13.24,53,28,2.413,4.113,6.487,1.86,6.1,M,Tehuantepec,Oaxaca,,México,16.33333333,-95.23333333,"Sumichrast, F.",,affinis,
MCZ,74099,12.343,50,28,2.397,4.007,6.137,1.873,5.793,F,Tehuantepec,Oaxaca,,México,16.33333333,-95.23333333,"Cabot, S.",,affinis,
MCZ,141133,12.58,54.833,31,2.657,4.103,6.54,1.843,5.99,M,Tapanatepec,Oaxaca,,México,16.35,-94.2,"Brown, W. W.",,affinis,
MCZ,238350,13.193,53.667,30.333,2.447,3.693,6.557,1.843,6.107,F,Chivela,Oaxaca,,México,16.7,-95.06666667,"Brown, W. W.",,affinis,
DMNH,33883,14.33,51.667,27.333,2.503,3.963,6.673,1.75,5.93,F,"Puerto Escondido, 31 km al N sobre la carretera ",Oaxaca,Puerto Escondido,México,16.0841667,-97.0819444,"Phillips, Allan",13/05/63,affinis,
DMNH,33884,12.887,52,29,NA,3.92,6.233,1.66,5.823,F,1 km al SE de Montebello; a 23 mi. N Matías Romero,Oaxaca,,México,17.1612938,-95.0583457,"Phillips, Allan",22/01/63,affinis,
AMNH,776186,13.127,53.227,28.667,NA,4.09,4.78,3.413,4.54,F,24 mi al N de Matías Romero,Oaxaca,,México,,,,09/03/61,affinis,
AMNH,778441,11.46,52.307,30,2.55,4.03,4.853,3.663,4.99,F,18 mi al N de Matías Romero,Oaxaca,,México,,,,15/03/62,affinis,
AMNH,40452,12.303,53.05,30.333,2.603,4.943,6.915,3.747,4.793,M,Tehuantepec,Oaxaca,Tehuantepec,México,,,,31/10/1869,affinis,
AMNH,50378,13.34,53.847,31.333,2.807,4.067,5.03,3.3,4.597,M,"Tehuantepec, Chimalapa",Oaxaca,,,,,A. C. Buller,24/03/1890,affinis,
AMNH,50379,13.51,55.437,30.667,2.8,4.787,7.225,3.603,4.577,M,"Tehuantepec, Chimalapa",Oaxaca,,,,,A. C. Buller,14/03/1891,affinis,
AMNH,101041,13.397,56.22,25.333,2.783,4.82,7.185,3.727,4.653,M,Tehuantepec,Oaxaca,Tehuantepec,México,,,Wm. B. Richardson,26/11/06,affinis,2000-2000 ft
AMNH,101042,13.703,53.42,30,NA,4.08,6.7,3.427,4.793,M,Tehuantepec,Oaxaca,Tehuantepec,México,,,Wm. B. Richardson,24/11/06,affinis,2000-2000 ft
AMNH,106281,13.363,56.73,30.167,2.753,4.217,NA,NA,6.115,M,Río Givicia,Oaxaca,,México,,,,29/03/06,affinis,800-800 ft
AMNH,106282,13.35,53.09,25,2.693,5.027,7.13,6.89,6.125,M,Río Givicia,Oaxaca,,México,,,,29/03/06,affinis,800-800 ft
AMNH,776185,13.443,55.493,32.667,2.803,4.19,6.675,4.365,1.98,M,2 mi al N + 2 mi al NE de Matías Romero,Oaxaca,,México,,,,05/03/61,affinis,800-800 ft
AMNH,778440,12.793,54.383,32,2.663,3.943,6.04,6.02,5.89,M,25 mi al N de Matías Romero,Oaxaca,,México,,,,30/03/62,affinis,
CNAIB,P009717,12.987,51.167,29.833,NA,NA,6.517,1.937,5.937,F,Rancho San Bartolo,Oaxaca,San Dionisio del Mar,México,ND,ND,Isabel Carmona,20/02/82,affinis,
CNAIB,P015618,12.767,51,29.333,NA,NA,6.673,1.36,5.327,F,Centro Experimental Laguna de Chacahua,Oaxaca,,México,ND,ND,Pedro Huerta,16/08/76,affinis,
CNAIB,P015645,12.765,52.667,27.667,NA,NA,6.637,NA,5.647,F,4 mi al N más 2 mi al E de Matías Romero,Oaxaca,,México,ND,ND,W.J. Shaldach,15/06/62,affinis,
CNAIB,P009716,13.34,54.333,30,NA,NA,NA,NA,NA,M,"Santo Domingo, Zanatepec Rancho Chepenegro",Oaxaca,,México,ND,ND,Moisés Hernández,20/02/82,affinis,
CNAIB,P015606,12.81,55,30.667,2.407,4.063,6.317,NA,6.007,M,Centro Experimental Laguna de Chacahua,Oaxaca,,México,ND,ND,Pedro Huerta,16/08/76,affinis,
CNAIB,P015608,13.813,50.333,29.333,2.447,3.983,6.063,NA,6.003,M,Laguna de Chacahua,Oaxaca,,México,ND,ND,Pedro Huerta,04/11/76,affinis,
CNAIB,P015617,12.957,51.5,28,NA,NA,6.327,1.6,5.873,M,Centro Experimental Laguna de Chacahua,Oaxaca,,México,ND,ND,Pedro Huerta,16/08/76,affinis,
ANSP,167904,12.07,54.287,29.333,2.37,3.937,6.833,2.04,6.003,F,Ocozocoautla; Meyapac,Chiapas,,México,16.754884,-93.364782,miguel alvarez del toro,23/03/46,affinis,
ANSP,167903,12.617,50.817,30,2.375,3.76,6.4,2.067,5.803,M,Ocozocoautla; Meyapac,Chiapas,,México,16.754884,-93.364782,r. m. de schausensee,23/03/46,affinis,
MLZ,34541,12.38,50.5,29.833,2.5,3.747,6.467,2.217,5.043,M,30 mi al E de Huauchinango,Puebla,,México,20.398607,-97.849852,Chester C. Lamb,23/11/38,affinis,
MLZ,34542,13.417,50.333,29.667,2.623,3.873,6.447,2.18,5.27,M,31 mi al E de Huauchinango,Puebla,,México,20.398607,-97.849852,Chester C. Lamb,26/11/38,affinis,400-400 ft
MLZ,34543,NA,52,28.833,2.633,3.943,6.763,2.383,5.493,F,32 mi al E de Huauchinango,Puebla,,México,20.398607,-97.849852,Chester C. Lamb,17/11/38,affinis,
MLZ,34545,13.377,52.333,27.667,2.443,3.75,6.617,2.063,5.95,M,33 mi al E de Huauchinango,Puebla,,México,20.398607,-97.849852,Chester C. Lamb,25/11/38,affinis,1000-1000 ft
MLZ,34551,13.12,50.5,29,2.877,4.013,6.093,2,6.18,F,34 mi al E de Huauchinango,Puebla,,México,20.398607,-97.849852,Chester C. Lamb,18/11/38,affinis,
MLZ,34604,13.69,54.667,28.167,2.8,3.883,6.413,2.157,6.137,F,35 mi al E de Huauchinango,Puebla,,México,20.398607,-97.849852,Chester C. Lamb,02/11/38,affinis,
MLZ,34635,12.913,51.5,31.667,2.373,3.85,6.597,2.047,6.37,M,36 mi al E de Huauchinango,Puebla,,México,20.398607,-97.849852,Chester C. Lamb,04/11/38,affinis,
MLZ,34636,12.853,53.333,30.833,2.447,3.717,6.117,2.2,5.98,M,37 mi al E de Huauchinango,Puebla,,México,20.398607,-97.849852,Chester C. Lamb,02/11/38,affinis,
MLZ,36381,13,51.333,28.667,2.427,3.767,6.177,1.88,6.1,M,A 5 mi de Apapantilla,Puebla,,México,20.476623,-97.846711,Chester C. Lamb,09/05/39,affinis,
DMNH,46663,12.48,52,30,2.447,3.953,6.613,1.957,6.04,M,"Mexico Puebla: Villa Juarez, 14 mi. E by road",Puebla,,México,19.8673048,-97.5002756,"Edwards, Ernest",19/05/54,affinis,
DMNH,46658,13.19,52,29.333,2.607,4.073,6.553,1.98,5.523,M,Costa Rica Puntarenas: Boca de Barranca; Cabezas de Caldera,Puntarenas,,Costa Rica,9.93261,-84.72081,"Slud, P.",29/11/52,affinis,
MCZ,287048,12.57,52,28.667,2.61,3.983,6.613,1.92,NA,M,Taabi,Quintana Roo,,México,19.75,-88.26666667,"Legters, D. B.",,affinis,
MCZ,287049,12.643,51.333,27,2.447,4,6.607,1.7,6.017,F,Taabi,Quintana Roo,,México,19.75,-88.26666667,"Legters, D. B.",,affinis,
MCZ,117415,13.343,51.447,29.333,2.59,4.063,6.203,2.133,5.947,M,Miravalles,San  Jose,,Costa Rica,9.416666667,-83.68333333,"Underwood, C. F.",,affinis,
MCZ,117416,13.38,52.413,27,2.683,4.32,6.683,2.183,6.06,F,Miravalles,San  Jose,,Costa Rica,9.416666667,-83.68333333,"Underwood, C. F.",,affinis,3258
MCZ,121963,12.563,52.24,25.333,2.487,3.76,7.15,1.633,5.69,M,San Jose,San Jose,,Costa Rica,9.983333333,-84.06666667,"Underwood, C. F.",,affinis,4578
MLZ,40535,12.727,52,27,2.663,4.06,6.41,1.9,6.06,M,"Naranjo, a 5 mi al W de Nuevo Morelos",San Luis Potosí,,México,22.518294,-99.33076,Chester C. Lamb,15/10/40,affinis,
MLZ,41713,13.507,50.667,30.167,2.763,4.05,6.617,1.9,5.863,M,Maitinez a 15 mi al S de El Naranjo,San Luis Potosí,,México,22.372571,-99.293315,Chester C. Lamb,13/02/42,affinis,
MLZ,67039,13.127,51.333,29.833,2.28,3.837,6.493,1.537,6.157,M,Maitinez a 15 mi al S de El Naranjo,San Luis Potosí,,México,22.3732571,-99.293315,Chester C. Lamb,13/02/42,affinis,978
DMNH,46656,13.273,53.167,27.167,2.713,4.187,6.703,1.893,5.797,F,"Mexico San Luis Potosi: Valles, 10 mi. E. by road; Hotel Tanunil,streamfield edge",San Luis Potosí,,México,21.9672222,-98.9002778,"Edwards, Ernest",05/06/54,affinis,
DMNH,46664,11.977,51.667,29.667,2.507,3.953,6.827,2.223,6.063,M,Mexico San Luis Potosi: Valles,San Luis Potosí,,México,22.0071997,-99.0186421,"Burleigh, T.",25/03/39,affinis,
AMNH,707195,12.58,53.543,28,2.53,4.157,6.615,3.723,4.84,M,"Micos, San Luis Potosí",San Luis Potosí,,México,,,W.W. Brown,12/03/22,affinis,
AMNH,707196,12.767,54.66,29.333,2.733,4.383,6.935,3.717,5.127,M,"Micos, San Luis Potosí",San Luis Potosí,,México,,,W.W. Brown,12/03/22,affinis,2703
AMNH,707197,11.917,51.697,27,3.023,4.39,6.14,3.413,4.783,M,"Micos, San Luis Potosí",San Luis Potosí,,México,,,W.W. Brown,12/03/22,affinis,
LSUMH,12655,13.207,51.957,27.667,2.613,4.287,7.137,2.007,6.443,F,2.7 mi al E de Tamuin,San Luis Potosí ,,México,22.0196611,-98.7934056,,,affinis,1183
LSUMH,12658,13.537,50.29,27,2.807,4.583,7.03,1.733,5.977,F,Ébano,San Luis Potosí ,Ébano,México,22.2165278,-98.3760472,,,affinis,
LSUMH,16064,13.047,50.967,30.333,2.59,4.49,6.47,1.837,6.477,F,Hacienda Capulín,San Luis Potosí ,Lagunillas,México,21.5031139,-99.5649278,,,affinis,
LSUMH,17558,11.297,52.31,29.5,2.777,4.247,6.837,2.323,6.297,F,El Nacimiento del Coy ,San Luis Potosí ,,México,,,,,affinis,
LSUMH,17559,13.017,49.98,27.667,2.63,3.985,6.153,2.1,5.97,F,Puente de Dios,San Luis Potosí ,,México,21.93177,-99.41588,,,affinis,
LSUMH,18727,13.22,52.923,29.667,3,4.26,6.847,1.867,6.38,F,El Sol,San Luis Potosí ,Tamazunchale,México,21.25939,-98.78815,,,affinis,
LSUMH,12653,13.43,53.08,26,2.48,4.293,6.62,1.913,5.66,M,1 mi al N de Tamuin,San Luis Potosí ,,México,22.0325278,-98.7906361,,,affinis,
LSUMH,12654,12.76,50.65,27.667,2.59,4.31,6.397,1.897,6.427,M,1 mi al N de Tamuin,San Luis Potosí ,,México,22.0325278,-98.7906361,,,affinis,
LSUMH,12656,12.947,53.677,26.667,3.157,4.43,6.783,2.023,6.4,M,2.7 mi al E de Tamuin,San Luis Potosí ,,México,22.0196611,-98.7934056,,,affinis,
LSUMH,12657,12.677,53.303,26,2.783,4.023,6.697,1.793,5.683,M,Hacienda el Limón 10 mi al W del Ébano,San Luis Potosí ,Ébano,México,22.118406,-98.4906694,,,affinis,4578
LSUMH,12659,13.15,51.387,24.667,2.393,NA,NA,NA,6.03,M,"Ébano, alrededor del centro",San Luis Potosí ,Ébano,México,22.2109639,-98.3779944,,,affinis,3258
LSUMH,12660,12.32,53.31,34,2.603,4.59,6.67,2.057,5.523,M,Xilitla,San Luis Potosí ,Xilitla,México,21.3841722,-98.9924528,,,affinis,4578
LSUMH,16066,11.81,54.067,24.333,2.463,4.027,7.183,1.495,5.593,M,Hacienda Capulín,San Luis Potosí ,Lagunillas,México,21.5031139,-99.5649278,,,affinis,3258
LSUMH,16067,12.687,51.48,26.667,2.73,4.527,7.217,2.177,5.883,M,"Vic. Ébano, 1,3mi",San Luis Potosí ,Ébano,México,,,,,affinis,3258
LSUMH,17557,12.323,51.213,27,3.08,4.683,6.263,2.063,5.967,M,El Nacimiento del Coy ,San Luis Potosí ,,México,,,,,affinis,3258
LSUMH,19141,12.21,51.797,28.333,2.713,4.343,6.327,2.373,5.503,M,Arroyo Huiches,San Luis Potosí ,,México,,,,,affinis,4578
MCZ,147048,13.29,55.667,26.5,2.687,4.367,7.07,2.147,5.95,F,,San Marcos,Hacienda California,Guatemala,13.56666667,-92.16666667,"Anthony, A. W.",,affinis,
MCZ,147049,13.63,53.833,28.5,2.743,4.357,6.813,1.983,5.947,F,,San Marcos,Hacienda California,Guatemala,13.56666667,-92.16666667,"Anthony, A. W.",,affinis,
MCZ,147050,12.29,57.333,28.333,2.767,4.24,7.323,1.897,5.923,M,,San Marcos,Hacienda California,Guatemala,13.56666667,-92.16666667,"Anthony, A. W.",,affinis,
MCZ,147051,13.72,56.667,28.667,2.743,4.15,7.403,1.733,6.33,M,,San Marcos,Hacienda California,Guatemala,13.56666667,-92.16666667,"Anthony, A. W.",,affinis,
MCZ,149287,13.42,54,29.333,2.3,4.04,6.52,2.177,6.123,F,San Salvador,San Salvador,,El Salvador,13.7,-89.2,"van Rossem, A. J., Dickey, D.R., Howell # 1674",,affinis,
MCZ,149288,12.727,51,27.667,2.743,4.15,6.577,1.86,6.193,F,San Salvador,San Salvador,,El Salvador,13.7,-89.2,"van Rossem, A. J., Dickey, D.R., Howell # 1682",,affinis,
AMNH,813853,13.62,54.317,29.333,2.747,4.02,4.803,3.403,4.73,F,La Avellana,Santa Rosa,,Guatemala,,,,11/08/71,affinis,978
AMNH,813854,13.28,54.077,30,2.547,4.053,4.787,3.48,4.747,F,La Avellana,Santa Rosa,,Guatemala,,,,11/08/71,affinis,978
LSUMH,66823,12.293,50.477,26.167,NA,4.21,7.047,NA,5.88,M,15 mi al S de Cuilapa,Santa Rosa,,Guatemala,14.27639,-90.286304,,,affinis,978
LSUMH,66824,12.74,52.72,27.667,2.877,4.56,6.9,2.263,6.247,M,5 mi al E de Nuevo Vinas,Santa Rosa,,Guatemala,14.22895,-90.47737,,,affinis,978
MLZ,7943,13.937,53.743,24,2.74,4.63,6.01,2.087,6.23,F,Culiacán,Sinaloa,Cualiacán,México,24.807372,-107.397337,Chester C. Lamb,04/12/33,godmani,978
MLZ,7944,13.52,55.023,27.667,2.82,4.717,6.537,2.283,6.293,F,Culiacán,Sinaloa,Cualiacán,México,24.807372,-107.397337,Chester C. Lamb,06/12/33,godmani,978
MLZ,7945,13.213,54.89,26.667,3.05,4.4,6.813,NA,6.1,F,Culiacán,Sinaloa,Cualiacán,México,24.807372,-107.397337,Chester C. Lamb,07/12/33,godmani,
MLZ,7946,13.12,54.49,26.333,2.507,4.67,6.363,1.843,6.15,M,Culiacán,Sinaloa,Cualiacán,México,24.807372,-107.397337,Chester C. Lamb,07/12/33,godmani,
MLZ,7947,13.273,54.623,27.167,2.687,4.76,6.593,2.283,6.093,M,Culiacán,Sinaloa,Cualiacán,México,24.807372,-107.397337,Chester C. Lamb,04/12/33,godmani,
MLZ,7948,13.46,54.24,26,2.93,4.773,6.543,2.093,5.967,M,Culiacán,Sinaloa,Cualiacán,México,24.807372,-107.397337,Chester C. Lamb,04/12/33,godmani,508
MLZ,7949,13.007,55.867,28.833,3.035,4.867,6.593,2.157,5.99,M,Culiacán,Sinaloa,Cualiacán,México,24.807372,-107.397337,Chester C. Lamb,04/12/33,godmani,3663
MLZ,9956,13.94,55.227,26.667,2.88,4.393,6.44,2.04,6.06,M,"Rancho Picacho, a 15 millas al E de Cacalotan",Sinaloa,,México,23.018913,-105.592006,Chester C. Lamb,17/08/33,godmani,
MLZ,12648,13.127,54.187,26,2.877,5.523,6.713,2.38,6.52,M,Rancho Santa Bárbara a 32 km al NE del Rosario,Sinaloa,,México,23.208655,-105.687623,Chester C. Lamb,17/12/33,godmani,
MLZ,12818,12.93,55.52,25.333,2.783,4.813,6.26,2.36,6.52,M,Chele,Sinaloa,,México,23.204719,-105.893393,Chester C. Lamb,10/02/35,godmani,
MLZ,12819,12.903,55.73,27,2.733,5.75,6.697,2.16,6.28,M,Chele,Sinaloa,,México,23.204719,-105.893393,Chester C. Lamb,10/02/35,godmani,1183
MLZ,12820,12.467,52.613,26.667,2.557,4.42,6.213,2.137,6.323,M,Chele,Sinaloa,,México,23.204719,-105.893393,Chester C. Lamb,11/02/35,godmani,
MLZ,12821,13.233,53.22,27.5,2.947,4.997,6.567,2.313,5.89,M,Chele,Sinaloa,,México,23.204719,-105.893393,Chester C. Lamb,14/02/35,godmani,
MLZ,12822,12.91,53.643,24.367,2.77,4.847,6.107,2.167,6.127,F,Chele,Sinaloa,,México,23.204719,-105.893393,Chester C. Lamb,13/02/35,godmani,
MLZ,12823,13.34,53.633,22.5,2.65,4.697,6.737,2.277,6.05,F,Chele,Sinaloa,,México,23.204719,-105.893393,Chester C. Lamb,17/02/35,godmani,
MLZ,12824,12.67,53.917,28,2.653,4.753,6.053,2.377,6.027,F,Chele,Sinaloa,,México,23.204719,-105.893393,Chester C. Lamb,17/02/35,godmani,
MLZ,13495,13.707,54.947,25.833,2.777,4.67,6.52,2.317,6.097,F,Cacalotan,Sinaloa,,México,23.0597,-105.853615,Chester C. Lamb,27/03/35,godmani,
MLZ,13497,13.467,55.947,27,3.153,5.013,NA,2.137,6.45,M,Chele,Sinaloa,,México,23.204719,-105.893393,Chester C. Lamb,10/02/35,godmani,1183
MLZ,13498,12.567,54.843,25.333,2.94,4.797,6.373,2.347,6.04,M,Chele,Sinaloa,,México,23.204719,-105.893393,Chester C. Lamb,15/02/35,godmani,978
MLZ,15040,13.773,55.793,27.333,2.75,4.9,6.66,2.193,6.263,M,Acapula a 15 km de Culiacán,Sinaloa,,México,24.807178,-107.157255,Chester C. Lamb,15/11/35,godmani,
MLZ,15041,13.177,55.787,28.333,3.12,4.667,6.273,2.197,6.22,M,San Lorenzo,Sinaloa,,México,24.434298,-107.12401,Chester C. Lamb,16/01/36,godmani,
MLZ,15042,13.547,55.3,27.667,2.56,4.663,6.803,2.24,6.32,M,Arroyo Guayabito a 15 km al E de Quila,Sinaloa,,México,24.446582,-107.006846,Chester C. Lamb,13/01/36,godmani,
MLZ,15043,12.673,54.69,27.5,2.933,4.86,6.783,1.91,5.93,M,Acapula a 15 km de Culiacán,Sinaloa,,México,24.807178,-107.157255,Chester C. Lamb,15/11/35,godmani,
MLZ,15044,12.627,54.613,27.167,2.36,4.39,6.547,2.053,5.883,M,Culiacán,Sinaloa,Cualiacán,México,24.807372,-107.39337,Chester C. Lamb,24/02/36,godmani,2213
MLZ,15046,12.737,53.633,27.2,2.673,4.78,6.257,2.143,6.087,M,Culiacán,Sinaloa,Cualiacán,México,24.807372,-107.39337,Chester C. Lamb,08/01/36,godmani,
MLZ,15047,12.47,51.43,26,2.89,4.867,6.283,2.043,5.763,M,Acapula a 15 km de Culiacán,Sinaloa,,México,24.807178,-107.157255,Chester C. Lamb,08/01/36,godmani,2213
MLZ,15048,12.97,54.793,26.633,2.723,4.633,6.63,1.633,6.223,M,San Lorenzo,Sinaloa,,México,24.434298,-107.124041,Chester C. Lamb,15/01/36,godmani,
MLZ,16536,12.777,53.74,23.333,2.31,4.923,6.157,1.847,5.66,M,"Potrera de los Landeros, 20 mi SW Cosalá",Sinaloa,,México,24.2125,-106.8948,Chester C. Lamb,20/05/36,godmani,2213
MLZ,16537,12.307,57.067,27.5,2.497,4.707,6.367,2.163,6.093,M,Palos Dulces a 15 mi WSW de Cosalá,Sinaloa,,México,24.374444,-106.865,Chester C. Lamb,10/05/36,godmani,
MLZ,16538,13.677,54.583,26.667,3.073,5.017,6.367,2.23,5.963,M,"Potrera de los Landeros, 20 mi SW Cosalá",Sinaloa,,México,24.2115,-106.8948,Chester C. Lamb,23/05/36,godmani,
MLZ,16577,12.747,54.723,26.167,2.627,4.947,6.647,1.897,5.993,F,Palos Dulces a 15 mi WSW de Cosalá,Sinaloa,,México,24.374444,-106.865,Chester C. Lamb,16/05/36,godmani,
MLZ,17229,13.383,54.347,25.667,2.483,4.8,6.557,1.917,5.763,M,Culiacán,Sinaloa,Cualiacán,México,24.807372,-107.397337,Chester C. Lamb,02/11/36,godmani,
MLZ,17230,12.887,55.267,25.833,3.127,4.683,6.527,1.58,5.987,M,Palmar de los Sepúlveda,Sinaloa,,México,25.712054,-107.92751,Chester C. Lamb,02/12/36,godmani,1519
MLZ,17442,13.713,55.28,26.5,2.55,4.607,6.423,1.573,6.003,M,Culiacán,Sinaloa,,México,24.807372,-107.397337,Chester C. Lamb,28/12/36,godmani,
MLZ,17443,13.213,55.25,24.667,2.717,4.327,6.12,2.027,6.27,F,Culiacán,Sinaloa,Cualiacán,México,24.807372,-107.397337,Chester C. Lamb,31/12/36,godmani,
MLZ,17929,13.123,54.15,26.833,2.687,4.92,6.367,1.687,6.023,M,San Ignacio,Sinaloa,,México,23.939314,-106.426125,Chester C. Lamb,14/03/37,godmani,
MLZ,20277,12.95,56.597,25.667,2.633,5.177,6.513,1.763,6.05,M,Las Iguanas a 3 mi al NE de San Marcos,Sinaloa,,México,23.537981,-106.183419,Chester C. Lamb,25/02/38,godmani,
MLZ,20278,12.78,56.3,29.667,2.937,6.06,6.063,1.86,6.1,M,Cacalotan,Sinaloa,,México,23.059,-105.853615,Chester C. Lamb,09/02/38,godmani,
DMNH,33894,12.357,54,29.833,2.35,3.893,6.037,1.92,5.72,F,"Mexico Sinaloa: Tabala; Rio San Lorenzo, N side",Sinaloa,,México,24.4419444,-107.0938889,"Phillips, Allan",19/01/55,godmani,
DMNH,33895,13.3,54,30.5,2.557,4.18,6.537,1.737,5.913,F,"Mexico Sinaloa: Tabala, Rio San Lorenzo",Sinaloa,,México,24.4419444,-107.0938889,"Phillips, Allan",19/01/55,godmani,
AMNH,91866,13.02,52.333,28.5,2.467,4.027,6.025,3.493,4.79,F,Escuinapa,Sinaloa,Escuinapa,México,,,,23/12/1903,godmani,
AMNH,91871,13.127,54,30.333,2.847,4.19,6.16,3.523,4.583,F,Escuinapa,Sinaloa,Escuinapa,México,,,,,godmani,
AMNH,91865,13.177,56.167,32.5,2.797,4.343,6.035,3.487,4.83,M,Escuinapa,Sinaloa,Escuinapa,México,,,,23/01/04,godmani,
AMNH,91867,13.957,54.667,30,2.907,4.42,6.925,3.327,4.567,M,Escuinapa,Sinaloa,Escuinapa,México,,,,27/04/04,godmani,
